class,tweet
1,cry liberal bitches cry like you did when daddy left mt republicans are about to take control of state legisl
1,feminism noun the perverted political ideology of hateful bitches too fat to get in airplane seats
2,boy went trick or treating at charlie sheen s dada not jealous because all charlie gave out was really good candy and by cand
2,might have a better chance if we put some trash cans out there
1,sorry bitches it takes more than luck to beat me
1,that has redneck written all over it lol drunks can use gravity to get down
1,all you all dudes that just favorite this is a faggot smh
1,never snapchat will bishop he is a screenshotting son of a bitch
1,i can tweet i do not fw crayons and my ex gone subtweet me saying only bitch niggas fw crayons anyways
1,it baffles me how people talk the upmost trash about someone then turn around and be close smh people probably do it
2,finally warner bros making superhero films starring a woman person of color and actor who identifies as queer
1,fucking retarded question
1,a black man asked me hey white boy do you like niggers well i would not use that word personally i said like is a st
0,some black guy at my school asked if there were colored printers in the library it is man you can use any printer you
1,what type of eye make up do redneck women use nascara
1,women complain that chivalry is dead yes congratulations bitches you killed it with feminism
1,why give a bitch ya heart when she rather have a purse
0,are you justin beiber because your a fucken gay cunt
1,hell yea i do not know what is wrong w the brothas that love these cave hoes so damn much stopitnow
0,they should be ashamed of themselves i will be single for life before i fuck w a nasty faggot ass white man
1,a captain save a hoe just jumped in the conversation to save these hoes lls
1,lmao bummy bitches
1,i want to leave but he said he was going to eat my pussy now i am afraid to go and leave my cat alone with him
1,wow he did not just call them bitches from what i could see it looked like brady told the crowd f ck you bitches
2,gwen stefani s new single is trash her hilary duff britney and fergie have to give it up and go raise your kids and judg
0,the reason you called jesus a monkey is because you knew he was not your color farrakhan thetime
1,if having hoes excite you you still a lil nigga
1,how bout some of you bitches be women for halloween
1,bitches get away with too much behind their social media accounts popular on twitter and instagram but lame and broke as fuck i
1,when someone brings up your other hoes in front of bae
1,with your bitch ass
1,when you tryna get bitches on linkedin
1,hi mom last night i was cunt slapping when you texted me about grandpas bypass sorry i did not get back to you until no
1,are not worth it your pussy smelled like reused soap anyways
1,allergic to bullshit fuck boys basic bitches
1,never seen a nigga get laughed at when he got his test back and it was an a on that bitch
1,she went all the way to home depot just to take a sink pic i hate you hoes
1,if she has you know my name not my story in her bio you know she a hoe
1,these hoes really are not loyal
1,when all yo hoes hit you up at da same time
2,great story of what it is really like to be a camel jockey at the camel races in tra
1,not into dressin to impress these bitches or niggas
1,yo bitch is gucci mane my bitch a stoner
1,darkskin girls got that juicy pussy
1,fat hoes belly shirts die now
1,percent yo bitch with me percent that scrap with me
1,fucking niggas bitches man i am use to it
1,bitches be in th grade talking about i miss bae naw bitch you missed graduation
1,i am in yo hood i will probably fuck yo hoe
1,working on diz music be in studio soon nicca
1,some of you hoes so basic i have to break it down barney style
1,wet pussy makes the dick slip out
1,bitches be like had my heart taken since i love you babe bitch is not that today
1,retweet if you see a ratchet hoe on your timeline
1,i cannot fw no friendly bitch
1,girls with good pussy are possessed by demons its a fact
1,fixing to make a power move wit a bitch taxes we both gone be straight long as she do wat i told ha
1,i guess it is cool to just walk around with ya titties out in a see thru top shit if these hoes are not trippin how can i
1,if i see a bitch walking around wearing what rihanna had on i am about to grab a titty and hoe i dare you to get mad we can fight ab
1,real niggas can handle anything including any bitch or any nigga
2,coincky dink
1,girls want to hoe around and turn up but gone regret the shit afterwards
1,hell nahh if a bitch had respect for her own damn body she would not wear that shit in public
1,back in the g getting pregnant was a big deal now these bitches getting pregnant its like what else new
0,only pussy niggas would not fuck with a chick if she has stretch marks
1,when you think you sliden bitch you slippen i know the truth i knoww i knoww i knoww you know that i knoww i knoww i
1,i am woman hear me bitch
1,deletin emojis off a nigga bitch contact name cos they do not mean shit to you anymore
1,lmfaoooooooooo lmaooo you a faggot if you ever wore a tall tee took your pant
1,hoes be having iphone cases and pair of panties
1,one good girl is worth a thousand bitches
1,get downstairs you fucking pussy
1,get downstairs and play me i am fifa bitch
1,when she tells you go hug one of your hoes you actually do it
1,meat forevea selling a bitch out
1,retweet to save a dumb bitch
1,well i would love to stay and chat but you are a total bitch
2,on this day february in waylon jennings left us for that honky tonk in the sky dreaming my dreams ht
1,the person below is into big booty bitches
1,cinco de way ho
2,when other girls wear beanies they look cute stylish but when i wear them i look like a member of a drug cartel who s
1,wow so the dolphin asked her to marry him and she kisses the other guy right in front of her rude ass bitch
2,this is so great regular season ball is for the birds
1,biddin with my bitches family
1,we got to be pretty with a perfect body smart funny not too tall know how to cook be good at sex but not a hoe h
1,niggas really are the new bitter bitches
1,or lack of smh you niggers you are music knowledge
1,if she ever been on a club flyer she a hoe
2,dying laughing russian wrestlers mock girly man obama s workout video
2,worst tweet ever pr pro manages to sound racist mock aids in a single tweet
2,low turnout reported but charlie crist just filed and emergency motion to extend voting hours in broward co
2,richard grenell wapo s greg sargent mocks voter id and proves point of proponents
1,when bitches try to be funny that get you beat up real quick
1,stay shutting these hoes down
2,have to go with the slant pass to your outside linebacker in that situation
1,if i cut all my hoes off for you we stop talkin you owe me some new hoes fym
2,one day more until turkey it will nip me in the belly we will be ready for the stuffing we will wet ours
1,hits blunt bruh if she tells me to go text my other hoes but she is one of my hoes do i keep texting her
1,that shit s for the birds
1,shut up hoe ass nigga
1,why you sneak dissin you hoe ass nigga
1,bitch shutup
1,lol man bitch shut the fuck upppppp
1,lol man bitch shutup i am salty lowkey
1,lol why you tryna be raw doe bitch
1,man this hoe heaven stay taking all day
1,hell yea bitch
1,suge knight deserved to get shot that nigga had pac killed karma is a bitch
2,girls do not let a dude treat you like a yellow starburst you are a pink starburst
1,not a one lmaooooooo never saw a bitch at a deltron concert blood
1,when someone retweets a bitch i hate onto my timeline
1,the big bitch in the back of a group of girls is known as the caboose fat
1,hahaha ok you got a point there there would be hella bitches screamin and cryin ova that nigga th
0,i hate that hoe already this shit cracks me up
1,my dad is a hoe fuck him
1,niggas fufu bitches is too
1,ow while i am at it where has gone the big lanky twat
2,incase any hillbillies try to roast
2,it is a bird it is a plane it is jake mcgee
1,you all hoes need to get out more there so much more to life than being a fuckin hater go get yours
1,x x only twitter niggas care bout hairy pussy them niggas i fucked today are not gi
1,andrew bynum got traded and then they waived him the very next day a nigger cannot keep a job
0,being a nigger is not a color it is a state of mind
1,somewhere in the ghetto it is a nigger getting shot over bbq
1,interesting if you are child father are not shit then look in the mirror at the dumb bitch
1,you can buy milk w wic guys how y bitches gon breast feed wit nipple rings
2,psychological warfare for dhimmis defeating islam joining forces to take out world s trash h
2,our national bird the american bald eagle is an endangered species success story
2,republicans want to yank food stamps from the hungry may prg p
1,a recent harvard study concluded that bitches in fact be trippin
2,mila kunis has heterochromia iridum which gives her two different colored eyes one eye is green the other is brown
2,the strings attached to boxes of animal crackers were originally put there so that the box could be hung from christmas tree
1,i see you subtweeting me hoe
1,or fags because if you post you found him attractive as well niggas who post trannys to see if a nigga thirsts ov
1,it is never about the hoes he is entertaining it is always about the fact that he is entertaining these hoes
1,you are such a bitch
1,do not get your panties in a twist just take them off and let my tongue twist around in your pussy instead
1,did that bitch ever get out of ludacris s way
1,if you have been though what i have been through you would have turned into a heartless bitch by now but i am stronger bet
1,what is it like being a cold hearted cunt
1,i need my pussy ate now
2,yo mama so ghetto she uses cigarette butts as q tips
2,goes into monkey bar to meet swingers
1,pepsi and cheerios smashin on these hoes got me blue in the taco bae thinks of me flaco errybody frontin jus
1,there is only one bae at the end of the day because she ride for me unlike you other bitches
1,that pussy so wet she got to dry outside telling my business
2,i do not care who kendrick made that song for it is still trash
1,listen cunt today ain yo day
0,nah i hate white people now since he looks like a dyke i think he just ended racism
1,moment of truth these hoes the truth
2,shy people tend have great observational skills making it easier to recognize the core of a problem then solving it
1,philly full of these type hoes broke bitches
1,if she is always been a dyke she is a virgin no way around that her first time eating box do not take her virginity
1,vote or die bitches
1,nah go talk to you are hoes since you do not want to text back n shit
1,andy went from owning toys to owning bitches and also tf is that coke doing teaching a class
1,when you see a bitch nigga subtweet you
1,i am grown let me be a hoe in peace
1,sharkeisha d to lose one s face due to the brute force of a knockout punch dat bitch got sharkeisha d
1,these hoes are not loyal women of this generation cannot be trusted
2,when your phone goes off in class and the teacher says turn that trash off but its a song from your mixtape
1,these bitches is actors out here
1,does not really look back at their ex s some things just look better in the trash
1,you all really expect a yr old nigga to still rap about raping hoes and killing his mother nah
1,twitter what is this mean i come alive in the night time sleep all day hoe all night
1,good pussy are not changin nothin might bump you up to main hoe from side jank that only mean you get fucked more
1,your pussy must not pop severely but i am single
1,mac lay on the floor like a matress young based god came straight for the bitches
2,it is shakespeare s birthday take a look at some shakespearean trash talk
0,illegal alien is not a race it is a crime
1,if a girl cannot make a decision whether to date you or not tell that bitch to kick rocks
1,if ya girl shaves the pussy before going out with her girls something is wrong
1,do not try too fuck with me got a million and two bitches because i will tell them all i promise i will
2,because sometimes you just need a moment to appreciate a noble guinea pig with steampunk dragon wings
2,naming my son caesar dawn of the apes is the absolute best movie i have ever seen in my entire life
2,the comstock lode was a boon as it grew people became of the largest wealthiest
1,crying me with fire that pussy crying for help
1,got these hoes on my dick like brad pitt
2,look ghetto but it work
2,austin is so cute like look at him all excited because he got oreos
1,all bitches cheat you just got to acknowledge its going to happens so when it does it hurt less
1,everybody turning into assholes this year look what you bitches have done to us
1,when you and your boys discover a hoe
2,when you try to tell grandpa that s music was trash
1,jenny was a hoe til she got aids until she was ready to settle down with forrest gump who tried saving her so many tim
1,leotard not leopard zeeti hoes dumb twitpic a selfie wearing a leotard
1,who gave this bitch that much confidence
1,when niggas want bitches like trey
2,how shy people flirt learn tips from the best
1,hoes hoes are not nothing but hoes
1,i hate when people think i am mad or sad because i am not talking nah i am chillin bitch
1,your opinion of me is highly irrelevant bitch
1,be out here fighting bitches like its legal
1,fresh out of jail and i got my chopper bitches be like vick your number like the bk whopper
1,well there is crazy bitch and there is you can look for that motherfucker s corpse but you will not find
2,british jihadi mother who wants to be first female executioner is mi s most wanted
1,all detroit niggas do is listen to dbco and fuck other niggas bitches while trying to hold on to their own with no money an
1,do not block me because you think a post is about you just ask me like a boss you employee ass bitch
0,i hate when faggots talk shit on here then block me so i cannot respond bitch i will write you a letter with my response an
1,niggas get married and start dissin single bitches smh you bitches want allowance and dates and still singl
2,best sign ever the dak ness is spreading charlie murphy s true hollywood stories
1,bae go text your hoes me
1,when bout bitches got together and thought of a reason to make they boyfriend claim them
1,this bitch eyebrows lookin like the bulls logo
1,bye bitch
1,my pussy dry
1,its simple do not be a hoe do not worry about being exposed fight me
1,rohan a bitch yo
1,these bitches so phoney
1,rows for the hoes curls for the girls planks for the skanks deep cuts for the sluts quads for the broads no pecs no s
2,do not know how you yankees fans listen to kay every night absolutely brutal just nonsensical blah blah blah blah radio n
1,my bitch sad lookin like a lack of funny
1,when you give all ya hoes up for that one girl and it do not work out
1,if a nigga try to slide in my bitch dms
1,these bitches putting their soul in this routine
2,this talking eggplant skurred af
1,when a bad bitch asks you to come over
1,when you and your boys discover a hoe
2,when your phone goes off in class and the teacher says turn that trash off but its a song from your mixtape
1,bruh he threw that bitch
1,every time bobby bitch comes on
1,this kid definitely got the pussy after that game
2,oreo shake
1,on the white trash side of me is applauding
1,when a bitch asks to eat your ass
0,his balls ashy real women do this and real faggots let them do that smh
1,a hoe only cares about the now the future is irrelevant
1,to get with a hoe you just need to be cute have muscles dress your ass off swag or talk a good game
2,john kerry caught appearing to mock israel operation in gaza
1,cannot give these hoes a inch cuz they will try to take mile
1,it is my brother weekend bitch longlivelilray
1,seen theses niggas lose it all over a basic bitch
1,this bitch just blew my high
1,gucci mane locked up right now and you want to talk about our relationship status right now bitch shut up we got to free this nigga first
1,yeah yo girlfriend a bitch i hope she got the hives
1,that bitch want to ignore my text wait till she get off work caption this
2,fear mongering by the left is dying wake up who are you going believe charlie rangel and hussein or mia love and c
1,mt is paid by white supremacist they always get a negro to do their dirty work fergus
1,of these hoes be fake gay
1,lmaoo accurate when bitches see a quote with a tweet on the tl
1,lmaooooooo what dum bitch made this
1,the nipples determine whether the titties are trash or not
2,well there is difference between erick erickson and me i have always understood obama is muslim jihadi sympathizer
0,i hate a bitch dat act like a nigga
1,we all know a double faced bitch named madison
1,we all know a faggot named luke
1,nah go talk to you are hoes since you do not want to text back n shit
1,i love this emoji she is just like duh bitch lol i do not give a fuck you are ugly what are you going to do about it
1,bitches post all types of sex position pics with heart emojis but let yu get her in that position this bitch complain a
1,hol on bitch
1,i heard big booty bitches cannot take no
1,marijuana is a gateway drug it leads to happiness great sex pain relief and increased patience with crazy bitches and w
1,rows for the hoes curls for the girls planks for the skanks deep cuts for the sluts quads for the broads no pecs n
1,if you cannot see when you have a real woman by yourside through thick and thin then maybe you do deserve these hoes si
2,actor charlie sheen once bought seats at an angels baseball game in hopes of catching a home run ball
1,there is a company which sells menstrual pads for pet dogs called bitch diapers
2,if life hands you a hot potato try throwing it at two birds
1,when tyler the creator said rape a pregnant bitch and tell my friends i had a threesome
1,when eminem said call me a faggot because i hate a pussy
2,when joey bada said traded in my nikes for a new mic i guess it is safe to say he sold his soles for a new life ht
1,when tupac said i are not a killer but do not push me revenge is the sweetest joy next to getting pussy
1,when tupac said i are not a killer but do not push me revenge is the sweetest joy next to getting pussy
1,these hoes too familiar
1,hmmm is that a ratchet hoe i smell
2,as they shoot a piece of paper into the trash
1,stepping away from the twitter beef i am going to bed because i got to be up at got to go be a redneck asshole at my us
1,behind that twinkle in your eyes i can see the bitch in you
1,me mom can you make me a sandwhich does not hear whispers to myself deaf bitch mom what the fuck did you just sa
1,die slow bitch that scary accurate
1,ray j is the perfect example of what happens when you give a lame nigga some pussy
1,wcw goes out to all the women with their shit together because these pretty bitches get way too much credit for being cute w
1,cannot keep stooping for these hoes i know better
1,i was ready to delete my entire instagram app when i found out one of my ig crushes was selling pussy on backpage for f
1,i am going to let the pussy out like fight night vote sos
2,a muslim wmn covers the yellow star of jewish neighbour with her veil to protect her sarajevo
1,the fuck i asked this bitch if she was having a good day and the bitch said stop being weird i am conf
1,idgaf what you bitches say about me
2,an ad for the haitian charity water is life mocks people who use hashtag through juxtaposition
1,its so damn hot in this bitch
2,because outman is a brand new and because girardi will never use relievers when he can use
1,this bitch is just dead weight pallbearers
1,niggas gossip like hoes i am sleep though
1,i love being loyal to one person having hoes
1,i are not tryna steal ya car but i did eat the hell outcha wife s pussy htgawm
2,so this ape can get a mcm but i cannot unbelievable
1,oreos first you twist it then you aw crap it broke
2,use what talent you possess the woods would be very silent if no birds sang except those that sang best
1,monday was such a bitch today
1,r i p to the hoes dying for attention
0,lmaoooo what a bunch of fags
2,no doubt about it i mean its cute tossing around trash cans and having lb mexican boys wantin
0,i saw a great chimpout summers ago a middle aged salvadoran and his yr old son got wasted by beaners at the metlife
1,when you and your boys discover a hoe
2,this the i play soccer cheat on girls and wear khaki coloured cargos haircut
1,these th grade hoes are not loyal
1,i got problems and the bitch heard me call her a bitch so now i have
1,how girls become friends omg i love your shoes how guys become friends excuse me sir i see you fuck bitches i
1,these hoes are not loyal
1,resisting the urge to smack a bitch
1,rts i will grab the mic yell fuck her right in the pussy
1,i do not have an iphone so i have to manually ignore these hoes
1,we do not love these hoes
1,when ling ling talkin shit you finally understand her
1,when you see a bitch nigga subtweet you
1,freeze bitch i am going to steal your heart
2,idc i still watch two a half men well the old one with charlie
1,if you know how to french inhale you are a bad bitch
1,there is too much groupie bitches hard to come across girls who are not overly social and friendly with everyone
1,you can eat all the pineapples you want you are pussy still trash
1,all these faggots posting faces about to get the hot unfollow
1,only soo much a bitch can take
1,it make the pussy sing it are not my dumb ass thought that was a microphone
1,all i see down my tl is naked white bitches
1,drinking veuve cliquot and eating marshmallows basically because i am a classy bitch
0,most of these niggas go broke for these hoes
1,if you are attractive you think any straight guy just wants to be your friend bitch you stupid
1,all three of these hoes getting cute for fucking school taking for ever and waking me the fuck up this why i cannot stand h
1,that bitch lookin all in the car you know her
1,no i are not no bitch no i are not no snitch
1,if you are going to be a bitch and not come to the show because some bands dropped then w e more moshing room for me in that
1,i was disgusted betrayed hurt my pussy drier than a niggas skin in the winter time
1,autocorrect its a bitch
1,when you hear a hoe talk shit
1,and if you are not a hoe get up out my traphouseeee
1,rides into the pussy on a gym class butt scooter
0,if i ride up to your bitch in these then homie consider yourself a single nigga
1,the fuck you looking at bitch swerve puts heelys into full gear glides past the bitches
1,teacher eyes on your own paper me bitch i only have eyes for da paper throws cash everywhere
1,dad why are your eyes so red son i smoked weed dad dad do not lie to me you were crying because you are a faggot
1,what hoes though lol
1,when you ate the pussy but yeen think she was gone tell anybody
1,bitches cannot get the ios because they have over gb of selfies cuh
1,you all females love you all a bum nigga or a jail bird
1,i switched up you fukin with my old bitch i am fukin with yo new bitch
1,niggas talk more than bitches these days
1,no nigga ever ask before he hit either body counts do not matter you all treat all bitches the same anyway st
1,sundy a old school ho though
1,i hope this bitch are not a catfish
1,for mj fav for a bitch nigga
1,for the real niggas fav for the bitch niggas
1,dodging these hoes like
1,how the fuck can some people not get atleast on flappy bird i just got while smoking a fuckin square
1,a real man going to keep it real with his bitches lmaooooo shut up i am not tellin you about other women mind you are business
1,lmaoooooo nymphos are stupid go hose your pussy down you weird bitch
1,this bitch slow lmaoooooo
1,periods do not stop nothing but a sentence boo let me taste that pussy i bet you taste like quarters
2,two stocks to turn trash into cash
2,daily takes a look at the outfield perhaps the al deepest via
2,can jump into first place tonight if you think they will
2,lineup vs red sox ellsbury cf jeter ss beltran dh soriano lf teixeira b mccann c solarte b ichiro rf roberts b t
2,win final score
2,win on a single by derek jeter farewellcaptain
2,comes in to close out the game here in the th yankees
2,analyzing the impact of masahiro tanaka on daily brought to you by
2,ballgame over win yanks beat the white sox in innings
2,congrats to derek jeter who will start at shortstop in his th and final all star game
2,congratulations ichiro that leadoff base hit in the th is hit no in his career
2,gardy goes yardy again he leads off the game with a hr for the second straight night and it is yankees
2,getting the field ready for today s game
2,recap in epic storybook ending derek jeter closes his last game in bronx with a
2,remember when we paused an all star game to honor mariano rivera
2,see ya gives the a lead in the th with a solo home run
2,show your support during with you could be on the billboard in times sq
2,the shines its lights in pinstripes in honor of derek jeter
2,time to bounce in the bronx
2,victory outlast a s in innings eduardo nunez the hero and oh yeah first place still resides in the bronx
2,were you expecting anything short of fireworks in his final homestand
2,you may cry after watching the derek jeter ad
2,one scout said prado is first team most underrated gives the yankees a b through could slide to b if needed too
1,it are not nothing to cut that bitch off
1,i hope lvg is homeless in a few years whilst welbeck is scoring for arsenal and fucking bitches
1,black bitches be like boy i told you not to get my hair wet
1,this bitch don went super saiyan at walmart
1,actually i take that back you niggas are not loyal i am loyal fam nah negro nah
1,then how you all got here b stfu negro
1,i need molly water and a chubby asian bitch same
1,stop being a hoe so i can love you
1,you hoes are not worth losing sleep over
1,stop crying you pussy
1,these hoes are not loyal duhh bitch she a hoe
1,now a days bitches will beef w you over something that has nothing to do w them bitch yo ugly ass was not a factor a
1,selena mothered these hoes
2,if i had a dollar for every time i died on flappy bird
1,selfie game retarded
1,alcohol is liquid truth so if a girl is a hoe when she drinks she is naturally a hoe anyway
0,i will kill this bitch no hesitation
1,you know all these bitches who posted pics for zeeti are in the shower like jim carey in ace ventura after he found out ei
1,you either gay or straight do not talk to me bitch please
1,i hate when people say hoes are not loyal they supposed to be
1,dizzy bitch
1,it all depends on the female dawg usually that is how it is with these hoes but the genuine women fuck w
1,yu ah hoe lmfao
2,listen to charlie daniels speak the truth then enlist in the you s freedom army at
1,that is yo bitch she my bitch too
1,first thing i look at is what is on a bitch feet
1,you bitches selfish you all want father s day too damn lol
1,you all niggas are not no killas you all niggaz some hoes
1,nigga i am just popping molly stepping out you bowling bitch do not come at me
1,are not no money or no hoe in the world can spoil it mybrotherskeeper
1,when your teacher puts you in a group with a bunch of retards
1,you got bitches and i do not have niggas i want you
1,fat bitch what is her
1,how bitch how
1,can you imagine tryn yo hardest to stop a bitch frm slutin and still comin up unsuccessful
1,i done went wit a hoe before frfr so who am i to judge
1,na a hoe cry to yu swear she are not fuckn off n still have a side nigga
1,spit da same game to hoes like da same clothes money bring power so we like a bankroll
1,mannn let bosh hoe ass hit that
1,to bad you will not hit a girl pussy
1,you like your lunch little boy nah bitch look what i am eating because of you
1,ladies listen no nigga wants to settle down at a young age all you bitches crying about being single now will be wifed in
1,worst movie you can think of fan that fucking trash netflix be posting shit that looks like a porno
1,bitch
1,awe hell nah me and are bad bitches come fuck with us
1,bitches will give their pussy to the whole community but will not give a nigga a piece of gum
1,just because i think you are fine do not mean i want you you appealing to my eyes not my heart bitch
1,i got money i do not need you bitch
1,everybody think i get hoes and think i am about to playa but honestly i am in my crib wondering bout if my mom making yellow or whi
1,niggas these days will walk miles to get some pussy
1,i hate when italian people say olive garden is not real italian food fuck you are grandmas roasted casserole you bitch olive garden i
1,niggaz buying p y niggaz buying p y do not start this hoe shit
1,grab me some bitches while you up there lmao oh and a belt fendi
1,give me three wishes i wish i wish i wish you would bitch
2,my trash is worth more than you
1,your girl hold my dick like a wii controller where is your bitch nigga we control her
1,alright bitches we are the kayne s now
1,long as my bitches love me
1,i think my wish came true where you all hating ass bitches at nahhhhh
2,i have met few people in politics that i disrespect more than charlie crist rudy giuliani
2,looking forward to sitting down with president obama for our th anniversary broadcast this sunday ho
1,not all black girls are ghetto
1,i am pretty sure my future ex boyfriend is on here slidin in another bitch dms but i am patient
1,my dog is going to be a bitch magnet for sure no
1,haha doubt it did you see all them bitches you had at the track field there were soo many
1,just like you you pulled all them track bitches
2,it is okay chiquito i am not in the ghetto anymore
1,you do not know maybe some bitches like a man in a tutu
2,smh and henny too beer trash af end of story
1,you cannot take no ones bitch
0,this faggit bitch tried to say she hoe d for hd bearfaced bitch yusa fag
1,you niggaz really think yo niggaz n yo bitch solid guarantee yo nigga will hav her choosin n will not tell ya
1,why all ghetto chicks got to smell like love spell or that cucumber shit bath body works
1,my bitch bad she from the island
1,i cannot trust ah soul i cannot trust these nighas i cannot trust these hoes
1,this bitch
1,why does nobody believe me when i say i am a virgin dewd wtf no you are not hoe
1,you need one because i am not her bf my bitch
1,bitch that is so cute to me a date
1,let me sit this ass on you you and chris better gtf
1,where tf lyssa toilet mouth ass wassup be twatching hoe
1,lmfao bitch was i talking to you i am talking to you in my bubba voice
1,small ass pants
1,you been the side hoe
1,these hoes going to be stunting in florida with the pussy
1,hoe bang this big and she got nerves to think she better then us bitches have no chill
1,ion be understanding how all you hoes drop you all nuts at once but when a bitch on your ass you cannot hear a mouse piss
1,the face you make before you tell a bitch about herself i make dat face too much
1,you stupid lil ass bitch i are not fuckin with chuuu
1,what the fuck was wrong with me thinking i can wife this hoe
1,niggas will fuck yah good eat ya pussy then go home to they bitch like are not shit happen
1,they on a bitch yeah they want a bitch
1,if you can steal her she is a hoe
1,iz no point in being jealous cuz dee hoes for everybody bucketsproverbs
1,you bitches boring
1,you knew i fucked that bitch and you did not react
1,half you all bitches side hoes and do not even know
1,hate to break the news but you spam bro a dyke a tuck her titties in the winter and start calling herself mr
0,was deleting this pic until i realized a dike in the back ground dressed like a nigga with wedges on bitch i am
0,dead when you are fuckin and her pussy stank but you have really good friends ht
1,da bitch got scared and could not take it no mo but ya boy was feenin fo dat koula noooooooo
1,one loyal girlfriend is worth more than one hundred hoes
0,i fully support same sex marriage but i will never stop calling my friends faggots
1,ho ho ho bitches merry months ish until christmas
1,i do not fuck with that bitch she cannot keep her legs closed
1,do not mind my retarded ass
1,if you have only seen my couch not my bed then you my hoe
1,how i lose this sweet are not lose it you hide it lmfao viri tryna smoke that hoe to his self
1,mama told me if a bitch feet dirty her pussy dirty because ya feet the first thing that hit the water when you bathe
1,i cannot stand no messy hoe true story
1,lls lor bitches stay wanting to fight made them real mad i talks my shit
1,i hate you sidelines hoes you all got so much courage
1,i hate salty bitches
1,she a bad bitch let us get to it right away
1,it is sad because niggas will have a good girl do her wrong it is hard finding a good bitch out here forreal
1,we slap bitches
1,girlfriends be like we do not want him
1,skitdaddle wit that shit hoe
1,pussy will always be my fav iggy song like how do you not like a song that just says pussy numerous amounts of time
1,i will write a poem for you hoe
1,if you cannot eat pussy that is got hair on it i am not even sure you really know how to eat pussy
1,man i just went from real quick i are not no hoe the fuck niggas thought this was
1,throw me a blunt bitch
1,this bitch must be stopped
1,hoes out here selling pussy for some new uggs you disqualified
1,a girl knows when a bitch likes her boyfriend
1,if her pussy got over body counts it is dead pussies only have lives
1,got to eat her pussy so good she forget dick coming next have her talking to herself like he brought dick with him too
1,young n s act hard and all the bad b s grew up to be trash broads
1,the bigger the hoops the bigger the hoe truthhurts
1,these bitches play on everybody s team
2,yu hoes just love to pump fake bout you all lives on these social networks
1,fuck bitches get re elected teamjfk
1,i choose to fuck all these bitches not because they are easy but because i am hard presidentialpounding
1,one man s trash is another man s wife fact
1,shit like this why hoes head be fuck up the want social media ass relationships
1,four brothers showed the bitch in a lot of niggas i would have killed i would have killed victor sweet if i was one of his l
1,i knew a bitch in college who sold the pussy for favors
1,i have no hoes man i do not need those though i need to pick mines back up
1,lmao dis bitch dumb asl
1,swear ag ugly den a bitch he look like a possum and giraffe mix breed this is not funny but i died l
1,bitch i do not fucking know you
1,bitch ass nikka took flight frm kenosha
1,niggas be in that pussy like
1,everybody claim they fvck with bad bitches but all the ugly bitches getting pregnant somebody lien
1,i am convinced that some of you all bitches get pregnant purposely because birth control plan b pills are effective
1,if i had a dollar for every time i fucked you are bitch
1,i have a daughter to think about you all think i am worry about you hoes naaaaaaaa
1,let me tell you all bitches something right quick
1,i hate ah dirty house foul living bitches it is a lot of them out there
1,keep you are bitch on a leash
1,why fab snapped like that konnnichiwa bitch
1,i tell a bitch go and get my name tatted on her spine so i can feel good when i am hittin it from behind
1,fuck twerking bitch can you cook
1,wet pussy with no smell a mf
1,lord if you a hoe you a hoe i am not fixing to sugar code it
1,she is hurt the nigga she crushing on fucking a bottle girl so they all have to be hoes
1,if you want me to expose some more bitches
1,when dykes hear ladies free before
1,hoes gone be hoes these hoes cannot be trusted
2,blame it on the yellow chucks lmfao
1,thursday we will see bitches dressed up like if the hallways were runways clown make up on some girls guys with pants belo
1,getting called ugly by a bitch that use to idolize you ohhhh well okay
1,i think if i had hoes i would tell them alll the same shit i am too lazy to be tryna switch shit up
1,on god you all hoes better get off my twitter
1,stick by his side and do not give his pussy up
1,bitch you guessed it my pussy cuteness always sets me up for a good day need some dick wooooh you
1,this bitch
1,if you ask me every bitch gay not me i am all sexual wtf is all sexual if you do not mind me asking
1,another movie that is going to make you question your bitch
1,i do not care about none of these bitches
1,makem eat my ass since eating pussy are not major nomore
2,it is unattractive when girls act ghetto
1,girls say bs like you got too many hoes stop letting twitter and ig fool you i do not know these fucki
1,i will never understand how people can fake an entire relationship i cannot even fake a hello to a bitch that i fucking
1,i am not going out my way make sure bitches know nothing just pay attention
1,straight to each his own but these hoes weak
1,when ya friends nag you like they yo bitch mayne chill tf
1,yeen suckin yeen fuckin watchu doin hoe
1,when the pussy so wet you hear that shit smacking
1,he like me even more cuz he know i got to bitch
1,all you hoes wake up
1,yo hoe will get slayed
1,when a bitch tell me i am ugly
1,bacon over bitches
1,man i am strolling and all i see is you all hoes that suck dick talking about her like man do not stunt on her bru
1,yeah texans are so much better you fucking retard
1,some of you cunts owe me money
1,ion want the pussy if it come wit hairs
1,i hate i am my own wcw ass bitches
1,bitch you ugly as fuck are you a fuck tranny get alligator face as
1,i will find you a ride but it is no pussy shit and that was some pussy shit
1,for all those watching that so raven look at this negro now lol
2,doing someone wrong for the sole reason that they did you wrong will only bring more negative karma energy into your li
1,i have absolutely no hoes
0,light beer you mean faggot piss overly powered man
1,shego was the baddest bitch of my childhood
2,i love when the birds are chirping in the morning patsgonnasubtweet
1,peace out then faggot
1,what is you all favorite chappelle show skit is wayne brady going to have to choke a bitch
1,i hate a i am my own wcw ass bitch
1,i do not be worrying about these messy hood ass hoes but they worrying about me though why
1,i do not understand i do not even fuck with these bitches but i am so relevant to them though
